PWSID,PWSName,Size,FacilityID,FacilityName,FacilityWaterType,SamplePointID,SamplePointName,SamplePointType,AssociatedFacilityID,AssociatedSamplePointID,CollectionDate,SampleID,Contaminant,MRL,Units,MethodID,AnalyticalResultsSign,AnalyticalResultValue,SampleEventCode,MonitoringRequirement,Region,State,UCMR1SampleType
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,3/19/2025,380-141713-2,4:2 FTS,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFPeS,0.004,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,NFDHA,0.02,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFUnA,0.002,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFOA,0.004,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFOS,0.004,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFHpS,0.003,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFPeA,0.003,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFEESA,0.003,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFMBA,0.003,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFMPA,0.004,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,4:2 FTS,0.003,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,6:2 FTS,0.005,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFTA,0.008,µg/L,EPA 537.1,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFDoA,0.003,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,8:2 FTS,0.005,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,7/9/2025,380-162308-1,lithium,9,µg/L,EPA 200.7,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFNA,0.004,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFHxS,0.003,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFDA,0.003,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFHxA,0.003,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,9Cl-PF3ONS,0.002,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,11Cl-PF3OUdS,0.005,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,HFPO-DA,0.005,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFTrDA,0.007,µg/L,EPA 537.1,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFHpA,0.003,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFBS,0.003,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,PFBA,0.005,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,NMeFOSAA,0.006,µg/L,EPA 537.1,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,NEtFOSAA,0.005,µg/L,EPA 537.1,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,6/17/2025,380-156190-2,ADONA,0.003,µg/L,EPA 533,<,,SE3,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,NMeFOSAA,0.006,µg/L,EPA 537.1,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,11Cl-PF3OUdS,0.005,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFTA,0.008,µg/L,EPA 537.1,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,NEtFOSAA,0.005,µg/L,EPA 537.1,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFHpA,0.003,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFTrDA,0.007,µg/L,EPA 537.1,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFHxS,0.003,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFNA,0.004,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFOS,0.004,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFOA,0.004,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFUnA,0.002,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFPeA,0.003,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFPeS,0.004,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFDA,0.003,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,lithium,9,µg/L,EPA 200.7,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFHxA,0.003,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFBS,0.003,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,9Cl-PF3ONS,0.002,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,ADONA,0.003,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,HFPO-DA,0.005,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFBA,0.005,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,6:2 FTS,0.005,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,4:2 FTS,0.003,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,8:2 FTS,0.005,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFMPA,0.004,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFMBA,0.003,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFEESA,0.003,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,NFDHA,0.02,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFHpS,0.003,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100225,"CORVALLIS, CITY OF",L,00002,Rock Creek WTP,SW,00002,Entry Point for Rock Creek WTP,EP,,,9/10/2025,177-661-2,PFDoA,0.003,µg/L,EPA 533,<,,SE4,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,4:2 FTS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,NEtFOSAA,0.005,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFTrDA,0.007,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFTA,0.008,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFHpS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFPeS,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,NFDHA,0.02,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,lithium,9,µg/L,EPA 200.7,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFMBA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFPeA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,8:2 FTS,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFEESA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,6:2 FTS,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFBA,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,HFPO-DA,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFHxS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFBS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFMPA,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFHpA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,ADONA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,NMeFOSAA,0.006,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFNA,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFOS,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFDA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFDoA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFHxA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFUnA,0.002,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,11Cl-PF3OUdS,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,9Cl-PF3ONS,0.002,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,12/14/2023,K2314118-001,PFOA,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,PFHpS,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,PFBA,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,6:2 FTS,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,4:2 FTS,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,PFNA,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,8:2 FTS,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,PFEESA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,HFPO-DA,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,PFPeS,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,PFMBA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,NFDHA,0.02,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,lithium,9,µg/L,EPA 200.7,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,PFTA,0.008,µg/L,EPA 537.1,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,PFTrDA,0.007,µg/L,EPA 537.1,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,NEtFOSAA,0.005,µg/L,EPA 537.1,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,NMeFOSAA,0.006,µg/L,EPA 537.1,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,PFMPA,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,PFPeA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,PFHpA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,PFBS,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,ADONA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,9Cl-PF3ONS,0.002,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,PFOS,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,PFOA,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100236,"COTTAGE GROVE, CITY OF",L,20001,Sampling Station,SW,EP1,EP-B (Knox Hill Reservoirs' Effluent),EP,,,3/26/2024,K2403262-001,PFDA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
