"station_id","tract_geoid","state_fips","state_name","county_fips","tract_code","site_name","industry","matrix","sample_year","longitude","latitude","pfoa","pfos","total_pfas","reported_pfas_level","total_population","people_of_color","people_of_color_pct","white_non_hispanic_pct","black_non_hispanic_pct","aian_non_hispanic_pct","asian_non_hispanic_pct","nhpi_non_hispanic_pct","other_race_non_hispanic_pct","multiracial_non_hispanic_pct","hispanic_or_latino_pct","median_household_income"
"300","06085504700","06","California","085","504700","Moffett Field Air National Guard Base","Military","Soil","2023","-122.038557","37.406954","120000","1900000",,"2020000","845","479","56.6863905325444","43.3136094674556","3.55029585798817","0","6.98224852071006","13.491124260355","0","12.189349112426","20.4733727810651","194917"
"301","06073011300","06","California","073","011300","Naval Air Station North Island","Military","Groundwater","2018","-117.183048","32.699704","1989","122",,"1989","2304","1245","54.0364583333333","45.9635416666667","13.0642361111111","0.260416666666667","7.72569444444444","1.99652777777778","0","3.21180555555556","27.7777777777778","111397"
"302","06111004600","06","California","111","004600","Naval Air Station Point Mugu CA NAVAIRWARC","Military","Groundwater",,"-119.119092","34.116518","1071530","13407957",,"13407957","1860","766","41.1827956989247","58.8172043010753","5.91397849462366","0.967741935483871","3.49462365591398","0","0","8.44086021505376","22.3655913978495","67460"
"303","06001451103","06","California","001","451103","Lawrence Livermore National Laboratory ","Industry","Groundwater",,"-121.70575","37.687252","3",,,"3","1354","427","31.5361890694239","68.4638109305761","2.36336779911374","1.18168389955687","6.20384047267356","1.99409158050222","0","2.65878877400295","17.1344165435746","250001"
"304","06111004715","06","California","111","004715","Channel Islands","Military","Soil","2021","-119.110471","34.13921","770","24000","25060","25060","4239","3542","83.5574427931116","16.4425572068884","0.377447511205473","0","6.53456003774475","1.3446567586695","0.518990327907525","3.16112290634584","71.6206652512385","85517"
"305","06013315000","06","California","013","315000","CONCORD NAVAL WEAPONS STATION","Military","Groundwater","2020","-122","38.049444","2100","11000","14400","14400","3511","2478","70.5781828538878","29.4218171461122","8.94332099117061","0","20.9057248647109","0","0.284819139846198","1.56650526915409","38.877812589006","138875"
"306","06075980600","06","California","075","980600","HUNTERS POINT NAVAL SHIPYARD","Military","Groundwater","2019","-122.36732","37.72229","21","38","59","59","1295","1057","81.6216216216216","18.3783783783784","22.007722007722","0","36.5250965250965","0","1.6988416988417","7.02702702702703","14.3629343629344","154375"
"307","06037460401","06","California","037","460401","JET PROPULSION LABORATORY (NASA)","Industry","Groundwater","2020","-118.167434","34.201185",,,"32","32","1061","798","75.2120640904807","24.7879359095193","32.0452403393025","0","13.3836003770028","0","0.471253534401508","6.0320452403393","23.2799245994345","125357"
"308","06085509108","06","California","085","509108","RAYTHEON CORP.","Industry","Groundwater","2023","-122.0533","37.3975","20","40000","40000","40000","4617","3594","77.8427550357375","22.1572449642625","6.30279402209227","0","39.5278319254927","0","0.32488628979857","8.70695256660169","22.9802902317522","219063"
"309","06099000405","06","California","099","000405","RIVERBANK ARMY AMMUNITION PLANT","Military","Groundwater","2022","-120.9181","37.71695","18","10","18","18","2682","1883","70.2087994034303","29.7912005965697","0.969425801640567","0","0.857568978374348","0.298284862043251","0","9.06040268456376","59.0231170768084","59779"
"310","06071002709","06","California","071","002709","ROCKETS, FIREWORKS, AND FLARES SITE","Industry","Groundwater","2017","-117.416567","34.153683",,"78","78","78","7815","6214","79.5137555982086","20.4862444017914","7.93346129238644","0","13.320537428023","0.204734484964811","0.153550863723608","5.70697376839411","52.1944977607166","150194"
"311","06067009201","06","California","067","009201","SACRAMENTO ARMY DEPOT","Military","Groundwater","2023","-121.3958","38.520281","150","240","497","497","6824","5207","76.3042203985932","23.6957796014068","10.5656506447831","0.0293083235638921","32.9425556858148","4.20574443141852","0","3.47303634232122","25.0879249706917","96382"
"312","06037311100","06","California","037","311100","San Fernando Valley (Area 1)","Industry","Groundwater","2025","-118.3514","34.19","4","5",,"9","3923","1994","50.8284476166199","49.1715523833801","0.994137139943921","0","17.2317104256946","0","0","2.03925567167984","30.5633443793016","99806"
"313","06037301601","06","California","037","301601","San Fernando Valley (Area 2)","Industry","Groundwater","2021","-118.286","34.163139","3","3",,"6","5513","1507","27.3353890803555","72.6646109196445","0.725557772537638","0","5.53237801559949","0","0","0.852530382731725","20.2249229094867","54469"
"314","06037187102","06","California","037","187102","San Fernando Valley (Area 4)","Industry","Groundwater","2021","-118.2539","34.112081","15","8",,"23","4615","3841","83.228602383532","16.771397616468","1.23510292524377","0","26.5655471289274","0","0","4.7670639219935","50.6608884073673","91944"
"315","06059099502","06","California","059","099502","Seal Beach CA WPNSUPFAC","Military","Drinking Water","2021","-118.064189","33.750466","3","5",,"5","584","305","52.2260273972603","47.7739726027397","14.2123287671233","0","5.82191780821918","0","0","6.50684931506849","25.6849315068493","96364"
"316","06067005301","06","California","067","005301","28th Street Landfill","Landfill","Groundwater","2019","-121.463705","38.585487","24","40","127","127","2332","1211","51.9296740994854","48.0703259005146","12.9073756432247","0","9.51972555746141","0","0.257289879931389","12.3070325900515","16.9382504288165","94861"
"317","06081607400","06","California","081","607400","3rd Ave Landfill","Landfill","Groundwater","2019","-122.315183","37.547375",,,"2","2","4662","2499","53.6036036036036","46.3963963963964","0.386100386100386","0.45045045045045","26.9412269412269","2.16645216645217","0.3003003003003","4.5045045045045","18.8545688545689","148194"
"318","06045010700","06","California","045","010700","Abex Corporation - Remco Hydraulics","Industry","Groundwater","2019","-123.351196","39.402906","38",,"127","127","6775","2944","43.4538745387454","56.5461254612546","0.309963099630996","4.48708487084871","3.36531365313653","0","0.339483394833948","5.90405904059041","29.0479704797048","70781"
"319","06013320001","06","California","013","320001","Acme Fill Land Disposal","Landfill","Groundwater","2020","-122.080816","38.028017","5",,"40","40","3276","1673","51.0683760683761","48.9316239316239","7.17338217338217","0","2.5030525030525","0","0.641025641025641","12.2100122100122","28.5409035409035","98602"
"320","06071009134","06","California","071","009134","Adelanto Class III Landfill","Landfill","Groundwater","2019","-117.442755","34.652885","5","2","35","35","871","713","81.8599311136625","18.1400688863375","1.26291618828932","0","0.459242250287026","0.229621125143513","0","0","79.9081515499426","61250"
"321","06025011001","06","California","025","011001","Allied (Republic) Imperial Landfill","Landfill","Groundwater","2020","-115.526935","32.855368","36","2","162","162","6566","5961","90.7858665854401","9.21413341455985","1.02040816326531","0.258909533962839","1.0508681084374","0","0","0.106609808102345","88.3490709716722","86672"
"322","06001451104","06","California","001","451104","Altamont Landfill","Landfill","Groundwater","2019","-121.6498","37.749392","400","36","1905","1905","6474","3548","54.8038307074452","45.1961692925548","6.62650602409639","0.216249613839975","23.8029039233859","0.216249613839975","0.47883843064566","5.18999073215941","18.2730923694779","183846"
"323","06049000300","06","California","049","000300","Alturas Class III Landfill","Landfill","Groundwater","2020","-120.568728","41.458858",,,"1","1","2886","554","19.1961191961192","80.8038808038808","0.415800415800416","0.831600831600832","5.02425502425502","0","0","3.74220374220374","9.18225918225918","61696"
"324","06019003900","06","California","019","003900","American Avenue Municipal Solid Waste Landfill","Landfill","Groundwater","2020","-120.130199","36.661985",,,"4","4","4437","3539","79.7610998422358","20.2389001577643","0.0225377507324769","0","0.766283524904215","0.856434527834122","0","1.03673653369394","77.079107505071","51719"
"325","06089012303","06","California","089","012303","Anderson Class III Landfill","Landfill","Groundwater","2019","-122.35718","40.414959","4",,"65","65","3923","1393","35.5085393831252","64.4914606168748","0","1.63140453734387","13.4335967371909","0.637267397399949","0","2.11572775936783","17.6905429518226","97941"
"326","06037910401","06","California","037","910401","Antelope Valley Public Landfill","Landfill","Groundwater","2019","-118.14984","34.56731","8","5","77","77","5742","4413","76.8547544409613","23.1452455590387","8.65552072448624","0","5.53814002089864","0","1.02751654475792","5.64263322884013","55.9909439219784","87580"
"327","06065044403","06","California","065","044403","Anza Sanitary Landfill","Landfill","Groundwater","2019","-116.627925","33.538476","140",,"10075","10075","3799","2283","60.0947617794156","39.9052382205844","0.184259015530403","0.816004211634641","7.87049223479863","0","1.05290866017373","2.94814424848644","47.2229534087918","77768"
"328","06071012105","06","California","071","012105","Apple Valley Municipal Landfill","Landfill","Groundwater","2019","-117.113586","34.500311","190","8","282","282","2760","1194","43.2608695652174","56.7391304347826","2.7536231884058","0.543478260869565","3.3695652173913","0","0.217391304347826","2.7536231884058","33.6231884057971","74453"
"329","06073005602","06","California","073","005602","Balboa Park Landfill","Landfill","Groundwater","2019","-117.142382","32.723013","23","15","191","191","2096","972","46.3740458015267","53.6259541984733","2.09923664122137","0","12.0229007633588","0","1.76526717557252","2.33778625954198","28.1488549618321","104896"
"330","06031001703","06","California","031","001703","Avenal Solid Waste Disposal Service","Landfill","Groundwater","2019","-120.11648","36.008858","1700",,"8983","8983","4970","4813","96.841046277666","3.158953722334","0.724346076458752","0","1.20724346076459","0","0","0","94.9094567404426","60752"
"331","06037404402","06","California","037","404402","Azusa Land Reclamation Landfill","Landfill","Groundwater","2019","-117.926877","34.119628","4","2","32","32","4673","4382","93.772736999786","6.227263000214","0.641985876310721","0","9.69398673229189","0","4.85769313075112","1.02717740209715","77.5518938583351","96616"
"332","06065042401","06","California","065","042401","Badlands Landfill","Landfill","Groundwater","2018","-117.121431","33.950269","25",,"142","142","2056","1298","63.1322957198444","36.8677042801556","0.486381322957198","0.389105058365759","2.77237354085603","0","0.14591439688716","3.55058365758755","55.7879377431907","107500"
"333","06111002905","06","California","111","002905","Bailard Landfill","Landfill","Groundwater","2019","-119.225349","34.229403","25","10","288","288","5193","4306","82.9193144617755","17.0806855382245","1.40573849412671","0","9.18544194107452","0","0.481417292509147","3.38917773926439","68.4575389948007","132823"
"334","06071010300","06","California","071","010300","Baker Class III Landfill","Landfill","Groundwater","2019","-116.057958","35.232059","2",,"2","2","2854","1343","47.0567624386826","52.9432375613174","0.315346881569727","0","6.41205325858444","0","0","5.18570427470217","35.1436580238262","64348"
"335","06107002701","06","California","107","002701","Balance Rock Solid Waste Disposal Service","Landfill","Groundwater","2019","-118.655689","35.811245",,,"49","49","1354","358","26.4401772525849","73.5598227474151","0.221565731166913","1.55096011816839","0","0","0.221565731166913","4.28360413589365","20.1624815361891","57202"
"336","06073003209","06","California","073","003209","Bell Jr High Landfill","Landfill","Groundwater","2020","-117.040034","32.688205","190",,"469","469","5436","4184","76.9683590875644","23.0316409124356","11.5158204562178","0","32.7814569536424","2.72259013980868","0.0183958793230316","9.98896247240618","19.9411331861663","85700"
"337","06035040100","06","California","035","040100","Bieber Class III Landfill","Landfill","Groundwater","2019","-121.141229","41.130473","420",,"986","986","1289","315","24.4375484871994","75.5624515128006","3.10318076027929","2.87044220325834","3.41349883630721","0","0","2.48254460822343","12.5678820791311","43239"
"338","06071011300","06","California","071","011300","Big Bear Class III Waste Management Facility","Landfill","Groundwater","2019","-116.821768","34.304336","17","4","46","46","1123","284","25.2894033837934","74.7105966162066","0","0","3.38379341050757","0","1.8699910952805","10.5966162065895","9.43900267141585","81833"
"339","06047002100","06","California","047","002100","Billy Wright Solid Waste Landfill","Landfill","Groundwater","2020","-120.973636","37.040172","20",,"91","91","4059","3077","75.8068489775807","24.1931510224193","0","0","3.69549150036955","0","0.5420054200542","3.17812269031781","68.3912293668391","83214"
"340","06027000200","06","California","027","000200","Bishop-Sunland Class III Landfill","Landfill","Groundwater","2019","-118.400774","37.328673",,,"1","1","1820","550","30.2197802197802","69.7802197802198","2.58241758241758","0.494505494505495","0.989010989010989","0.10989010989011","0.21978021978022","4.12087912087912","21.7032967032967","92500"
"341","06037980010","06","California","037","980010","Bishop'S Canyon Landfill","Landfill","Groundwater","2019","-118.237494","34.08258","3",,"115","115","182","177","97.2527472527473","2.74725274725275","0","0","51.0989010989011","0.549450549450549","0","2.1978021978022","43.4065934065934",
"342","06037408006","06","California","037","408006","Bkk Class III Landfill","Landfill","Groundwater","2019","-117.899965","34.035352","1",,"33","33","3970","3646","91.8387909319899","8.16120906801008","0.251889168765743","0","40.831234256927","0","0.403022670025189","0.52896725440806","49.823677581864","84130"
"343","06093001003","06","California","093","001003","Black Butte Class III Landfill","Landfill","Groundwater","2020","-122.343244","41.34973","2",,"14","14","4549","1002","22.0268190811167","77.9731809188833","1.5827654429545","0","2.15431963068806","2.87975379204221","0","7.49615300065949","7.91382721477248","54846"
"344","06065046900","06","California","065","046900","Blythe Class III Waste Management Facility","Landfill","Groundwater","2019","-114.62673","33.70478","1",,"17","17","1804","1266","70.1773835920177","29.8226164079823","5.48780487804878","0","0.277161862527716","0","0","2.93791574279379","61.4745011086475","52311"
"345","06037980001","06","California","037","980001","Bob Hope","Airport","Soil","2019","-118.35395","34.19666","17000",,"669800","669800","0","0",,,,,,,,,,
"346","06073019209","06","California","073","019209","Bonsall Landfill","Landfill","Groundwater","2019","-117.183548","33.249664","15","4","63","63","2792","1097","39.2908309455587","60.7091690544413","4.22636103151862","0","5.73065902578797","0","0.214899713467049","4.2621776504298","24.8567335243553","140417"
"347","06029005600","06","California","029","005600","Boron Class III Landfill","Landfill","Groundwater","2019","-117.648318","34.990488","1",,"22","22","2698","1813","67.1979243884359","32.8020756115641","7.30170496664196","2.33506300963677","2.85396590066716","0.44477390659748","3.22461082283173","15.7524091919941","35.2853965900667","53170"
"348","06059052430","06","California","059","052430","Bowerman Landfill","Landfill","Groundwater","2017","-117.709872","33.708882",,,"420","420","17078","11673","68.3510949759925","31.6489050240075","0.567982199320764","0","42.259046726783","0.146387164773393","1.48143810750673","9.86649490572667","14.029745871882","184668"
"349","06037121102","06","California","037","121102","Bradley Landfill & Recycling","Landfill","Groundwater","2019","-118.378646","34.240762","12","8","189","189","2436","1586","65.1067323481117","34.8932676518883","2.58620689655172","0","2.01149425287356","0","3.28407224958949","4.80295566502463","52.4220032840722","79743"
"350","06073020029","06","California","073","020029","Bradley Park - Old Linda Vista Landfill","Landfill","Groundwater","2019","-117.201842","33.137987","110","90","2028","2028","7007","5193","74.1116026830313","25.8883973169687","1.74111602683031","0.827743684886542","8.76266590552305","0","0","5.97973455116312","56.8003425146282","77449"
"351","06025010500","06","California","025","010500","Brawley Class III Waste Management Facility","Landfill","Groundwater","2019","-115.538591","32.998459",,,"1","1","7478","6216","83.1238299010431","16.8761700989569","0","0.361059106713025","1.47098154586788","0","0","0","81.2917892484622","68125"
"352","06051000102","06","California","051","000102","Bridgeport Class III Landfill","Landfill","Groundwater","2020","-119.218867","38.268896","6","1","52","52","2402","979","40.7577019150708","59.2422980849292","0.374687760199833","1.1240632805995","1.79017485428809","0","0.0416319733555371","2.12323064113239","35.3039134054954","105091"
"353","06081600100","06","California","081","600100","Brisbane Class II Landfill","Landfill","Groundwater","2019","-122.396967","37.69632","130","330","1568","1568","5295","3222","60.8498583569405","39.1501416430595","0.0188857412653447","0","36.7705382436261","0.28328611898017","0.339943342776204","6.66666666666667","16.7705382436261","156310"
"354","06037404402","06","California","037","404402","Brothers Plating","Industry","Soil","2020","-117.934732","34.116863","11000","3200000","3743600","3743600","4673","4382","93.772736999786","6.227263000214","0.641985876310721","0","9.69398673229189","0","4.85769313075112","1.02717740209715","77.5518938583351","96616"
"355","06013327001","06","California","013","327001","Buchanan Field","Airport","Groundwater","2019","-122.06039","37.98924","3920",,"91100","91100","3572","2062","57.7267637178051","42.2732362821949","7.86674132138858","0.167973124300112","1.23180291153415","0","0.0559910414333707","2.32362821948488","46.0806270996641","102675"
"356","06089011600","06","California","089","011600","Buckeye Landfill","Landfill","Groundwater","2019","-122.39667","40.67","280","180","764","764","3525","664","18.8368794326241","81.1631205673759","0","0.99290780141844","4.17021276595745","0.226950354609929","0","2.0709219858156","11.3758865248227","75348"
"357","06087122300","06","California","087","122300","Buena Vista Class III Landfill","Landfill","Groundwater","2020","-121.811837","36.920496","82","19","398","398","3804","1603","42.1398527865405","57.8601472134595","0.0262881177707676","0","1.65615141955836","0","0.920084121976867","5.28391167192429","34.2534174553102","103929"
"358","06037310100","06","California","037","310100","Burbank Landfill","Landfill","Groundwater","2019","-118.313816","34.206782","150",,"2158","2158","5968","1713","28.7030831099196","71.2969168900804","5.09383378016086","0.720509383378016","9.29959785522788","0","0","3.55227882037534","10.0368632707775","171991"
"359","06081605400","06","California","081","605400","Burlingame Landfill (Sports Complex)","Landfill","Groundwater","2019","-122.359429","37.59007","480","92","1396","1396","6557","2923","44.578313253012","55.421686746988","0","0.122007015403386","22.0985206649382","0.305017538508464","1.46408418484063","2.79091047735245","17.7977733719689","166972"
"360","06037800328","06","California","037","800328","Calabasas Landfill","Landfill","Groundwater","2019","-118.712053","34.147549","33","2","1126","1126","1306","405","31.010719754977","68.989280245023","0","0","15.7733537519142","0","0.765696784073507","3.13935681470138","11.3323124042879","173125"
"361","06025011901","06","California","025","011901","Calexico Class III Waste Management Facility","Landfill","Groundwater","2019","-115.543588","32.678688","2",,"9","9","1935","1892","97.7777777777778","2.22222222222222","0.41343669250646","0","3.15245478036176","0","0","0","94.2118863049096","79798"
"362","06023010400","06","California","023","010400","California Redwood Coast-Humboldt County","Airport","Groundwater","2020","-124.10755","40.97594","17",,"500","500","3828","891","23.2758620689655","76.7241379310345","0","3.18704284221526","2.37722048066876","0","0","11.2330198537095","6.478578892372","82317"
"363","06049000400","06","California","049","000400","Cedarville West Solid Waste Disposal Service (Old)","Landfill","Groundwater","2020","-120.052745","41.540194",,,"1","1","1096","240","21.8978102189781","78.1021897810219","0.638686131386861","7.48175182481752","1.0036496350365","0","0","3.1021897810219","9.67153284671533","53493"
"364","06051000101","06","California","051","000101","Chalfant Class III Landfill","Landfill","Groundwater","2020","-118.357649","37.530218",,,"2","2","3532","880","24.9150622876557","75.0849377123443","0","2.74631936579841","0","0","0.962627406568516","3.65232163080408","17.5537938844847","112721"
"365","06097152702","06","California","097","152702","Charles M Schulz - Sonoma County","Airport","Groundwater","2020","-122.805765","38.509931","370",,"38720","38720","4842","1853","38.2693102023957","61.7306897976043","1.46633622470054","0","5.20446096654275","0.0413052457662123","2.72614622057001","6.23709211069806","22.5939694341181","113772"
"366","06063000502","06","California","063","000502","Chester Class III Landfill","Landfill","Groundwater","2019","-121.1376","40.325303","130","12","347","347","2034","290","14.2576204523107","85.7423795476893","0","2.06489675516224","0.147492625368732","0","0.835791543756146","4.22812192723697","6.98131760078663","95045"
"367","06079013100","06","California","079","013100","Chicago Grade Landfill Solid Waste Disposal Service","Landfill","Groundwater","2019","-120.631944","35.524221","14",,"167","167","6475","1259","19.4440154440154","80.5559845559846","0.123552123552124","0","0.277992277992278","0","0.540540540540541","4.78764478764479","13.7142857142857","109631"
"368","06029000914","06","California","029","000914","China Grade Sanitary Landfill","Landfill","Groundwater","2019","-118.928475","35.428546",,,"87","87","4613","3056","66.247561239974","33.752438760026","0.216778668978972","1.34402774766963","10.2969867765012","0","17.6457836548884","0.585302406243226","36.1586819856926","99116"
"369","06037920106","06","California","037","920106","Chiquita Canyon Landfill","Landfill","Groundwater","2019","-118.64655","34.426092","1",,"70","70","3716","2780","74.8116254036598","25.1883745963402","4.14424111948332","0","3.68675995694295","0","0.69967707212056","3.4983853606028","62.7825618945102","137813"
"370","06067001900","06","California","067","001900","Chrome Craft Facility (Former)","Industry","Groundwater","2020","-121.479687","38.565934","9","2","244","244","3316","1281","38.6308805790109","61.3691194209891","3.49819059107358","0","6.96622436670688","0.211097708082027","1.17611580217129","3.07599517490953","23.7032569360676","90217"
"371","06089010500","06","California","089","010500","City Of Redding Benton Class III Landfill","Landfill","Groundwater","2020","-122.410985","40.571324","190","49","801","801","5025","1176","23.4029850746269","76.5970149253731","0.378109452736318","1.11442786069652","1.13432835820896","0","0","5.21393034825871","15.5621890547264","52662"
"372","06029003304","06","California","029","003304","Clean Harbors Buttonwillow,Inc","Landfill","Groundwater","2019","-119.61586","35.39896","120","3","2077","2077","2764","1255","45.4052098408104","54.5947901591896","2.85817655571635","0","1.62807525325615","0.253256150506512","0","5.60781476121563","35.0578871201158","92500"
"373","06055201900","06","California","055","201900","Clover Flat Landfill","Landfill","Groundwater","2020","-122.533882","38.585342","63",,"319","319","1457","700","48.0439258750858","51.9560741249142","3.01990391214825","0.205902539464653","1.23541523678792","0","0","6.1770761839396","37.4056280027454","134375"
"374","06111002901","06","California","111","002901","Coastal/Santa Clara Landfill","Landfill","Groundwater","2019","-119.208355","34.231674","21","25","132","132","5680","4223","74.3485915492958","25.6514084507042","1.61971830985915","0.316901408450704","9.6830985915493","0.105633802816901","0.299295774647887","5.82746478873239","56.4964788732394","134861"
"375","06079012302","06","California","079","012302","Cold Canyon Landfill Inc.","Landfill","Groundwater","2020","-120.598291","35.18723",,,"974","974","6526","2179","33.3895188476862","66.6104811523138","0","0","0.965369292062519","0","1.47103892123812","7.86086423536623","23.0922463990193","130875"
"376","06065041415","06","California","065","041415","Corona Sanitary Landfill","Landfill","Groundwater","2020","-117.538623","33.863283","200","34","2072","2072","4210","3117","74.0380047505938","25.9619952494062","1.42517814726841","0","26.270783847981","0","0.190023752969121","1.09263657957245","45.0593824228028","144767"
"377","06067005301","06","California","067","005301","Dellar Landfill","Landfill","Groundwater","2019","-121.46975","38.58505","120","87","606","606","2332","1211","51.9296740994854","48.0703259005146","12.9073756432247","0","9.51972555746141","0","0.257289879931389","12.3070325900515","16.9382504288165","94861"
"378","06065046900","06","California","065","046900","Desert Center Sanitary","Landfill","Groundwater","2019","-115.409649","33.777196","1",,"8","8","1804","1266","70.1773835920177","29.8226164079823","5.48780487804878","0","0.277161862527716","0","0","2.93791574279379","61.4745011086475","52311"
"379","06037551102","06","California","037","551102","Downey Industrial Center","Industry","Groundwater","2019","-118.118029","33.93024","2","16",,"17","5388","5054","93.8010393466964","6.19896065330364","5.38233110616184","0","1.74461766889384","0","0.204157386785449","5.15961395694135","81.3103192279139","61713"
"380","06073011602","06","California","073","011602","Duck Pond Landfill","Landfill","Groundwater","2019","-117.098841","32.655946","22","35","139","139","3811","3247","85.2007347152978","14.7992652847022","6.19260036735765","0.55103647336657","8.00314877984781","0","0","0.393597480976122","70.0603516137497","61854"
"381","06061022014","06","California","061","022014","Eastern Regional Landfill","Landfill","Groundwater","2020","-120.214519","39.292717","44","3","241","241","1691","151","8.92962743938498","91.070372560615","2.48373743347132","0","0","0","0","1.12359550561798","5.32229450029568","141250"
"382","06033000702","06","California","033","000702","Eastlake Landfill","Landfill","Groundwater","2019","-122.601741","38.95393","240","18","1493","1493","4586","2785","60.7283035324902","39.2716964675098","0.872219799389446","0.261665939816834","0","0","0","6.99956389010031","52.5948539031836","37765"
"383","06065044520","06","California","065","044520","Edom Hill Class III Waste Management Facility 01-141","Landfill","Groundwater","2019","-116.434748","33.882016","14",,"520","520","1099","556","50.5914467697907","49.4085532302093","1.63785259326661","0.181983621474067","1.00090991810737","0","0","2.27479526842584","45.4959053685168","84750"
"384","06037980013","06","California","037","980013","Edward C. Little Water Reclamation Plant - West Coast Basin Barrier Project - Expansion Phase III","WWTP","Groundwater","2020","-118.392175","33.909366","4","8","12","12","0","0",,,,,,,,,,
"385","06065042007","06","California","065","042007","El Sobrante Landfill","Landfill","Groundwater","2017","-117.476232","33.797719","610","40","1449","1449","7605","4255","55.9500328731098","44.0499671268902","5.65417488494412","0","6.92965154503616","0","9.62524654832347","3.69493754109139","30.0460223537147","144219"
"386","06067009307","06","California","067","009307","Elk Grove Class III Landfill","Landfill","Groundwater","2019","-121.35371","38.41485","2",,"29","29","5483","2755","50.2462155754149","49.7537844245851","6.93051249316068","0","15.3200802480394","0","0.218858289257706","8.07951851176363","19.6972460331935","120266"
"387","06067001601","06","California","067","001601","Elvas Quarry Landfill","Landfill","Groundwater","2019","-121.43105","38.56053","9200","72000","320400","320400","3199","1080","33.7605501719287","66.2394498280713","1.56298843388559","0","5.15786183182244","0","0","5.37668021256643","21.6630196936543","121250"
"388","06073017403","06","California","073","017403","Encinitas II Landfill","Landfill","Groundwater","2019","-117.251173","33.03979",,,"31","31","4730","1065","22.5158562367865","77.4841437632135","0.338266384778013","0","8.13953488372093","0","0.190274841437632","3.02325581395349","10.8245243128964","154886"
"389","06039000203","06","California","039","000203","Fairmead Solid Waste Disposal Service","Landfill","Groundwater","2019","-120.197154","37.063652","1",,"10","10","1582","913","57.7117572692794","42.2882427307206","1.64348925410872","0.505689001264222","1.07458912768647","0.0632111251580278","2.02275600505689","2.08596713021492","50.3160556257901","73906"
"390","06077004800","06","California","077","004800","Foothill Sanitary Landfill","Landfill","Groundwater","2020","-120.934634","38.035311","1100","56","12055","12055","5333","2336","43.8027376711044","56.1972623288956","1.89386836677292","0","1.38758672417026","0","0","2.34389649353085","38.1773860866304","103284"
"391","06037650401","06","California","037","650401","Former Amp-Matrix Science Facility","Industry","Groundwater","2020","-118.341202","33.844988","2",,"148","148","4360","2765","63.4174311926606","36.5825688073394","1.55963302752294","0","37.0642201834862","0","0","9.4954128440367","15.2981651376147","142566"
"392","06073013308","06","California","073","013308","Former Omar Rendering Landfill","Landfill","Groundwater","2019","-117.04497","32.59369","2","18","128","128","3901","3721","95.3857985132017","4.61420148679826","3.40938220968982","0","7.7416047167393","0","0.0512689054088695","0.435785695975391","83.7477569853884","101979"
"393","06059042203","06","California","059","042203","Forster Canyon Landfill","Landfill","Groundwater","2019","-117.661503","33.491419","5","9","68","68","9842","2917","29.6382849014428","70.3617150985572","0.863645600487706","0.711237553342816","4.46047551310709","0","1.90002032107295","4.10485673643568","17.5980491769965","137607"
"394","06049000400","06","California","049","000400","Fort Bidwell Solid Waste Disposal Service","Landfill","Groundwater","2020","-120.155129","41.877008","72","6","302","302","1096","240","21.8978102189781","78.1021897810219","0.638686131386861","7.48175182481752","1.0036496350365","0","0","3.1021897810219","9.67153284671533","53493"
"395","06077005131","06","California","077","005131","Forward Landfill","Landfill","Groundwater","2020","-121.187656","37.875254","7000","440","55100","55100","6967","4457","63.9730156451844","36.0269843548156","10.6502081240132","0.574135208841682","9.18616334146692","0","1.59322520453567","4.23424716520741","37.7350366011196","92500"
"396","06073016201","06","California","073","016201","Gillespie Landfill","Landfill","Groundwater","2019","-116.983113","32.81877","15","7","224","224","5537","1042","18.8188549756186","81.1811450243814","2.31172114863645","0","0.740473180422612","0.288965143579556","0.216723857684667","5.94184576485461","9.31912588044067","130852"
"397","06021010300","06","California","021","010300","Glenn County Class III Landfill","Landfill","Groundwater","2019","-122.285496","39.634602","120",,"267","267","2196","789","35.9289617486339","64.0710382513661","0.364298724954463","3.09653916211293","0.683060109289617","0","0.546448087431694","2.82331511839709","28.4153005464481","78558"
"398","06063000100","06","California","063","000100","Gopher Hill Class III Landfill","Landfill","Groundwater","2019","-121.031056","39.953964","5","2","16","16","6089","1078","17.7040564953194","82.2959435046806","2.69338150763672","1.37953686976515","0.21349975365413","0.0164230579733946","0","7.42322220397438","5.97799310231565","83774"
"399","06067009900","06","California","067","009900","Grand Island Class III Landfil","Landfill","Groundwater","2019","-121.649108","38.174659","66","13","280","280","3808","2416","63.4453781512605","36.5546218487395","0","0","4.28046218487395","0","0.446428571428571","2.4422268907563","56.2762605042017","76034"
"400","06085511918","06","California","085","511918","Guadalupe Landfill","Landfill","Groundwater","2020","-121.903677","37.21696","29","2","454","454","3243","1968","60.6845513413506","39.3154486586494","0","0.215849522047487","34.6284304656183","0","0.709219858156028","6.8763490595128","18.254702436016","250001"
"401","06031001200","06","California","031","001200","Hanford Municipal Solid Waste Disposal Service","Landfill","Groundwater","2019","-119.596927","36.302737","1",,"11","11","2444","1215","49.7135842880524","50.2864157119476","2.65957446808511","1.02291325695581","0","0","0.16366612111293","4.95090016366612","40.9165302782324","83250"
"402","06077004704","06","California","077","004704","Harney Lane Class III Landfill","Landfill","Groundwater","2020","-121.100573","38.097901",,,"3","3","5575","2264","40.609865470852","59.390134529148","1.04035874439462","0","4.66367713004484","0.322869955156951","0.825112107623318","5.99103139013453","27.7668161434978","125692"
